1,1
0,1
0.0659,0.9826
0.1055,0.9731
0.146,0.9639
0.186,0.9542
0.2259,0.9457
0.2659,0.937
0.3058,0.9284
0.345,0.9206
0.3856,0.9136
0.4256,0.905
0.4655,0.8974
0.5054,0.8897
0.5454,0.8821
0.5853,0.8755
0.6252,0.8689
0.6651,0.8629
0.705,0.8565
0.7449,0.8489
0.784,0.8441
0.825,0.8369
0.8647,0.8314
0.9046,0.8255
0.9445,0.8201
0.9844,0.8147
1.0243,0.8097
1.0642,0.8044
1.1041,0.7991
1.1405,0.7943
1.1886,0.7888
1.2237,0.7847
1.2636,0.7798
1.3035,0.7758
1.3434,0.7709
1.3833,0.7668
1.4232,0.7619
1.4631,0.7579
1.5029,0.7536
1.5594,0.7485
1.622,0.7414
1.6625,0.738
1.7023,0.7338
1.7422,0.7294
1.7821,0.7257
1.822,0.7215
1.8619,0.7174
1.9018,0.7136
1.9416,0.7096
1.9815,0.706
