3,3
0,0
0.0011,0.001
0.0133,0.0301
0.0276,0.056
0.0414,0.0809
0.0583,0.1047
0.0768,0.1305
0.0979,0.1538
0.1217,0.1785
0.1412,0.1981
0.1643,0.2182
0.1875,0.2382
0.2107,0.2599
0.2312,0.2753
0.2586,0.2963
0.2901,0.3189
0.3233,0.3425
0.3517,0.3625
0.3827,0.384
0.4085,0.4014
0.4285,0.4137
0.4526,0.429
0.4873,0.4505
0.5162,0.4679
0.553,0.4878
0.5851,0.5072
0.6119,0.5236
0.6387,0.5379
0.665,0.5537
0.6876,0.5675
0.7259,0.5874
0.7553,0.6027
0.791,0.6215
0.812,0.6312
0.8283,0.6414
0.8541,0.6536
0.8761,0.6658
0.9092,0.6821
0.9344,0.6948
0.9612,0.7086
0.9996,0.7269
